"No.","Channel Name","Receive Frequency","Transmit Frequency","Channel Type","Transmit Power","Band Width","CTCSS/DCS Decode","CTCSS/DCS Encode","Contact","Contact Call Type","Contact TG/DMR ID","Radio ID","Busy Lock/TX Permit","Squelch Mode","Optional Signal","DTMF ID","2Tone ID","5Tone ID","PTT ID","Color Code","Slot","Scan List","Receive Group List","TX Prohibit","Reverse","Simplex TDMA","TDMA Adaptive","AES Digital Encryption","Digital Encryption","Call Confirmation","Talk Around","Work Alone","Custom CTCSS","2TONE Decode","Ranging","Through Mode","Digi APRS RX","Analog APRS PTT Mode","Digital APRS PTT Mode","APRS Report Type","Digital APRS Report Channel","Correct Frequency[Hz]","SMS Confirmation","Exclude channel from roaming","DMR MODE"
"165","Linkoping 4","434.51250","432.51250","D-Digital","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","URCALL","Always","Carrier","Off","1","1","1","Off","5","2","SM5","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","0"
"166","Linkoping 5","145.66250","145.06250","D-Digital","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","URCALL","Always","Carrier","Off","1","1","1","Off","5","2","SM5","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","0"
"167","Linkoping 6","434.87500","432.87500","D+A TX D","Mid","12.5K","Off","82.5","Regional SM0","Group Call","2400","URCALL","Always","Carrier","Off","1","1","1","Off","5","2","SM5","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","0"
"168","Linkoping 7","434.82500","432.82500","A-Analog","Mid","12.5K","Off","82.5","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM5","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"169","Ljungsbro","145.62500","145.02500","A-Analog","Mid","12.5K","Off","82.5","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM5","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"170","Norrkoping 1","434.95000","432.95000","D+A TX D","Mid","12.5K","Off","82.5","Regional SM0","Group Call","2400","URCALL","Always","Carrier","Off","1","1","1","Off","1","2","SM5","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","0"
"171","Norrkoping 2","145.60000","145.00000","A-Analog","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM5","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"172","Norrkoping 3","434.60000","432.60000","A-Analog","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM5","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"173","Sala","145.71250","145.11250","A-Analog","Mid","12.5K","Off","82.5","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM5","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"174","Trosa","434.88750","432.88750","A-Analog","Mid","12.5K","Off","82.5","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM5","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"175","Uppsala 1","145.75000","145.15000","A-Analog","Mid","12.5K","Off","82.5","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM5","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"176","Uppsala 2","434.75000","432.75000","A-Analog","Mid","12.5K","Off","82.5","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM5","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"177","Uppsala 3","434.51250","432.51250","D-Digital","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","URCALL","Always","Carrier","Off","1","1","1","Off","1","2","SM5","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","0"
"178","Vingaker","434.67500","432.67500","A-Analog","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM5","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"179","Vasteras 1","145.77500","145.17500","A-Analog","Mid","12.5K","Off","82.5","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM5","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"180","Vasteras 2","434.77500","432.77500","A-Analog","Mid","12.5K","Off","82.5","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM5","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"181","Alingsas 1","145.62500","145.02500","A-Analog","Mid","12.5K","Off","114.8","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"182","Alingsas 2","434.53750","432.53750","D-Digital","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","URCALL","Always","Carrier","Off","1","1","1","Off","6","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","0"
"183","Alingsas 3","434.62500","432.62500","A-Analog","Mid","12.5K","Off","114.8","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"184","Angered 1","434.81250","432.81250","D-Digital","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","URCALL","Always","Carrier","Off","1","1","1","Off","6","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","0"
"185","Angered 2","434.92500","432.92500","A-Analog","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"186","Boras 1","434.55000","432.55000","D-Digital","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","URCALL","Always","Carrier","Off","1","1","1","Off","6","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","0"
"187","Boras 2","145.77500","145.17500","A-Analog","Mid","12.5K","Off","114.8","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"188","Falkenberg","145.62500","145.02500","A-Analog","Mid","12.5K","Off","114.8","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"189","Floda","434.82500","432.82500","D+A TX D","Mid","12.5K","Off","118.8","Regional SM0","Group Call","2400","URCALL","Always","Carrier","Off","1","1","1","Off","6","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","0"
"190","Goteborg 1","434.78750","432.78750","D-Digital","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","URCALL","Always","Carrier","Off","1","1","1","Off","6","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","0"
"191","Goteborg 2","434.97500","432.97500","A-Analog","Mid","12.5K","Off","114.8","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"192","Goteborg 3","145.65000","145.05000","A-Analog","Mid","12.5K","Off","114.8","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"193","Goteborg 4","434.60000","432.60000","A-Analog","Mid","12.5K","Off","114.8","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"194","Halmstad 1","434.75000","432.75000","A-Analog","Mid","12.5K","Off","114.8","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"195","Halmstad 2","145.67500","145.07500","A-Analog","Mid","12.5K","Off","114.8","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"196","Kinnekulle 1","434.95000","432.95000","A-Analog","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"197","Kinnekulle 2","145.60000","145.00000","A-Analog","Mid","12.5K","Off","114.8","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"198","Kortedala","145.58750","144.98750","D-Digital","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","URCALL","Always","Carrier","Off","1","1","1","Off","6","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","0"
"199","Kungsbacka 1","434.72500","432.72500","D-Digital","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","URCALL","Always","Carrier","Off","1","1","1","Off","6","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","0"
"200","Kungsbacka 2","145.72500","145.12500","A-Analog","Mid","12.5K","Off","114.8","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"201","Kungshamn","145.57500","144.97500","D-Digital","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","URCALL","Always","Carrier","Off","1","1","1","Off","6","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","0"
"202","Kungalv 1","145.61250","145.01250","A-Analog","Mid","12.5K","Off","114.8","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"203","Kungalv 2","434.90000","432.90000","A-Analog","Mid","12.5K","Off","114.8","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"204","Kungalv 3","434.73750","432.73750","A-Analog","Mid","12.5K","Off","114.8","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"205","Lidkoping 1","434.70000","432.70000","A-Analog","Mid","12.5K","Off","118.8","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"206","Lunden","145.78750","145.18750","A-Analog","Mid","12.5K","Off","114.8","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"207","Lysekil 1","145.60000","145.00000","A-Analog","Mid","12.5K","Off","118.8","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"208","Lysekil 2","434.80000","432.80000","A-Analog","Mid","12.5K","Off","118.8","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"209","Mariestad","434.90000","432.90000","A-Analog","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"210","Molndal 1","145.70000","145.10000","A-Analog","Mid","12.5K","Off","118.8","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"211","Molndal 2","434.70000","432.70000","A-Analog","Mid","12.5K","Off","118.8","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"212","Skara","434.98750","432.98750","D-Digital","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","URCALL","Always","Carrier","Off","1","1","1","Off","6","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","0"
"213","Skene 1","145.60000","145.00000","A-Analog","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"214","Skene 2","434.95000","432.95000","A-Analog","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"215","Stenungsund 1","145.71250","145.11250","D+A TX D","Mid","12.5K","Off","114.8","Regional SM0","Group Call","2400","URCALL","Always","Carrier","Off","1","1","1","Off","6","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","0"
"216","Stenungsund 2","145.68750","145.08750","A-Analog","Mid","12.5K","Off","118.8","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"217","Stromstad","434.82500","433.22500","A-Analog","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"218","Tanumshede","145.67500","145.07500","D+A TX D","Mid","12.5K","Off","94.8","Regional SM0","Group Call","2400","URCALL","Always","Carrier","Off","1","1","1","Off","6","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","0"
"219","Tidaholm","145.63750","145.03750","A-Analog","Mid","12.5K","Off","118.8","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"220","Trollhattan","434.87500","432.87500","D+A TX D","Mid","12.5K","Off","118.8","Regional SM0","Group Call","2400","URCALL","Always","Carrier","Off","1","1","1","Off","6","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Digital","1","0","Off","0","0"
"221","Uddevalla","145.63750","145.03750","D+A TX D","Mid","12.5K","Off","118.8","Regional SM0","Group Call","2400","URCALL","Always","Carrier","Off","1","1","1","Off","6","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","0"
"222","Ulricehamn 1","434.67500","432.67500","A-Analog","Mid","12.5K","Off","118.8","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"223","Ulricehamn 2","434.65000","432.65000","A-Analog","Mid","12.5K","Off","114.8","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"224","Varberg 1","434.70000","433.10000","A-Analog","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"225","Varberg 2","145.70000","145.10000","A-Analog","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"226","Vargarda","434.57500","432.57500","D-Digital","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","URCALL","Always","Carrier","Off","1","1","1","Off","6","2","SM6","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","0"
"227","Alvangen","434.75000","432.75000","A-Analog","Mid","12.5K","Off","114.8","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"228","Amal","434.60000","432.60000","A-Analog","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"229","Ockero","145.75000","145.15000","A-Analog","Mid","12.5K","Off","114.8","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"230","Algutsrum 1","145.60000","145.00000","A-Analog","Mid","12.5K","Off","79.7","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"231","Algutsrum 2","434.60000","432.60000","A-Analog","Mid","12.5K","Off","79.7","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"232","Aneby 1","145.77500","145.17500","A-Analog","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"233","Aneby 2","434.72500","432.72500","A-Analog","Mid","12.5K","Off","156.7","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"234","Bjarnum","434.95000","432.95000","D+A TX D","Mid","12.5K","Off","79.7","Regional SM0","Group Call","2400","URCALL","Always","Carrier","Off","1","1","1","Off","7","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","0"
"235","Blentarp","434.61250","432.61250","D-Digital","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","URCALL","Always","Carrier","Off","1","1","1","Off","7","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","0"
"236","Borgholm","145.66250","145.06250","A-Analog","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"237","Bruzaholm","434.60000","432.60000","D-Digital","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","URCALL","Always","Carrier","Off","1","1","1","Off","7","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","0"
"238","Boda","145.75000","145.15000","A-Analog","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"239","Eksjo","434.56250","432.56250","D-Digital","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","URCALL","Always","Carrier","Off","1","1","1","Off","7","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","0"
"240","Emmaboda","145.77500","145.17500","A-Analog","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"241","Eslov 1","434.81250","432.81250","A-Analog","Mid","12.5K","Off","88.5","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"242","Eslov 2","434.75000","432.75000","A-Analog","Mid","12.5K","Off","79.7","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"243","Gladsax","434.88750","432.88750","A-Analog","Mid","12.5K","Off","79.7","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"244","Grumslov","434.51250","432.51250","D+A TX D","Mid","12.5K","Off","79.7","Regional SM0","Group Call","2400","URCALL","Always","Carrier","Off","1","1","1","Off","7","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Digital","1","0","Off","0","0"
"245","Gnosjo","145.68750","145.08750","A-Analog","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","URCALL","Off","Carrier","Off","1","1","1","Off","0","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","0"
"246","Helsingborg 1","434.60000","432.60000","D-Digital","Mid","12.5K","Off","Off","Regional SM0","Group Call","2400","URCALL","Always","Carrier","Off","1","1","1","Off","7","2","SM7","SA0AZS","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","0"
